Tweet_Text,Sentiment,Tweet URL
"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .",Positive,
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",Positive,
"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",Neutral,
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,Positive,
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",Positive,
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",Neutral,
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",Neutral,
"The record date for dividend distribution is March 14 , 2008 .",Neutral,
"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",Neutral,
"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr .",Positive,
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,Negative,
"According to product manager Lassi Hietanen , building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas .",Neutral,
The shopping center will have a prime location right next to the Myllypuro metro station .,Positive,
Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .,Neutral,
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",Neutral,
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,Neutral,
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,Neutral,
"Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .",Neutral,
Financial details were not disclosed .,Neutral,
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",Positive,
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",Positive,
"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",Positive,
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",Negative,
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",Positive,
Sales have risen in other export markets .,Positive,
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",Neutral,
"The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland .",Negative,
"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .",Neutral,
Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,Neutral,
The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .,Neutral,
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",Neutral,
The secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar . '',Neutral,
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",Positive,
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",Neutral,
Finnish publishing and printing group Ilkka-Yhtym+Ã† will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,Neutral,
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,Neutral,
"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",Neutral,
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',Positive,
"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",Neutral,
After 1 April 2007 Cencorp will not have any own employees in the territory .,Neutral,
The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,Negative,
"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .",Neutral,
"`` We cut our frequency to New York last year , which explains the fall , '' he said .",Negative,
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",Positive,
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",Negative,
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",Neutral,
"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .",Negative,
"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",Neutral,
The company expects its net sales for the whole 2009 to remain below the 2008 level .,Negative,
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,Negative,
The total investment of the project will be approximately EUR 36m .,Neutral,
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",Neutral,
"At the moment , there are approximately 20 Vianor sales offices in Russia .",Neutral,
The changes in readership were not significant .,Neutral,
The parties have agreed not to disclose the transaction value .,Neutral,
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",Neutral,
"The Tekla Structures product box , if needed , is now made from recycled material .",Neutral,
Work on the assignment has already started and is due for completion in spring 2011 .,Neutral,
"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",Neutral,
The personnel s expertise and high level of technology play a major role in Exel Composites operations .,Neutral,
"The production capacity can be tripled without any major additional investments , the company said .",Positive,
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,Positive,
`` The issues identified by Stonesoft affect a range of content inspection technology .,Neutral,
"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities .",Neutral,
LG Display posts strong Q1 profit on panel price boost,Positive,
The technology park will be built near St. Petersburg-based Pulkovo airport .,Neutral,
"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",Positive,
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,Neutral,
The company said it estimates to make a slight profit thanks to cost-cutting measures .,Positive,
The completion of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that meets the EU standards .,Positive,
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",Positive,
The reductions will be concluded by autumn 2010 .,Neutral,
"As a result , the number of personnel in Finland will be reduced by 158 .",Neutral,
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",Neutral,
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",Neutral,
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",Neutral,
All of Raisio 's divisions recorded an operating profit .,Positive,
"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",Positive,
No changes in media activity were seen in October compared with September .,Neutral,
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",Neutral,
"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",Positive,
The increase in capital stock has been registered in the Finnish Trade Register on 20 November 2006 .,Positive,
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",Positive,
Investments are not disclosed .,Neutral,
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",Negative,
"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",Neutral,
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,Neutral,
"S Group 's loyal customer magazine Yhteishyv+Ã† came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",Neutral,
It moved into the No. 2 spot in 2000 when it merged steel operations with Avesta Sheffield to form AvestaPolarit .,Neutral,
Stora Enso will receive a 19.9 pct equity interest in the combined company .,Neutral,
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",Positive,
The duration of the contract is 37 months .,Neutral,
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",Positive,
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",Negative,
The total value of the deal is USD 29mn .,Neutral,
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,Neutral,
Most of the dividend will go to the Grimaldi family .,Neutral,
"In 2009 , it reported net sales of approximately EUR 6mn .",Neutral,
"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",Positive,
EBIT excluding non-recurring items was estimated to increase from 2009 .,Positive,
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",Neutral,
Name of Company in which holdings have been acquired : Citycon Oyj 2 .,Neutral,
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",Neutral,
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",Negative,
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,Positive,
BrazilÃ¢Â€Â™s GDP surges back to pre-pandemic levels,Positive,
"According to Finnair Technical Services , the measure is above all due to the employment situation .",Neutral,
Porto property weathers the storm,Positive,
"Brazil COVID deaths rise by 2,966.",Negative,
"ISMS does not disclose its financial results , the daily said .",Neutral,
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",Neutral,
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",Neutral,
Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,Neutral,
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",Positive,
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",Neutral,
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,Neutral,
The company is well positioned in Brazil and Uruguay .,Positive,
"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",Positive,
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,Negative,
"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",Neutral,
"After piloting , the instrument will be further developed according to the experiences gained .",Neutral,
"`` Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) .",Positive,
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",Positive,
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",Negative,
The original contract was signed last summer .,Neutral,
With the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .,Positive,
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",Neutral,
"In this way , the industry 's starting point has been the consumers ' needs .",Neutral,
"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",Positive,
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,Negative,
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",Positive,
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",Positive,
`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,Positive,
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",Positive,
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",Neutral,
Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,Positive,
Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,Neutral,
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",Positive,
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,Positive,
The effect of the savings will be noticeable as of the beginning of 2010 .,Positive,
"When the product is manufactured in Finland , it is also packed in the country .",Neutral,
"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .",Neutral,
M-real plans to discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills .,Neutral,
Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .,Neutral,
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,Neutral,
"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",Neutral,
The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,Positive,
Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,Positive,
The electricity requirement of networks will grow with the new mobile generation .,Neutral,
The total number of filling stations has been on the decrease recently .,Negative,
Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,Neutral,
TaiwanÃ¢Â€Â™s Covid-19 outbreak spreads to chip companies.,Negative,
"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",Neutral,
"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",Neutral,
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",Neutral,
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",Neutral,
Talentum 's net sales in September were smaller than expected .,Negative,
Number of offers received for this contract is two .,Neutral,
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,Negative,
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",Neutral,
The solution will now be expanded to include all ground staff tasks .,Neutral,
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,Neutral,
Vacon will supply drives to Ruselprom in the power range from 200 kW up to 2 MW .,Neutral,
The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,Neutral,
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,Negative,
Covid-19 catastrophe could make global shortages even worse.,Negative,
Rimi supermarket is the key customer in Magistral center .,Neutral,
hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,Neutral,
"Swedish telco TeliaSonera is teaming up with Friends , a Swedish organization against bullying , to fight bullying of children and teenagers via electronic channels .",Neutral,
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",Neutral,
"The engine has an electrical output of 18,321 kW , making it the largest gas powered generating set in the world .",Neutral,
The total project duration is three years and it is valued at some EUR11 .5 m.,Neutral,
The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,Positive,
Wellness services will be important in the future .,Neutral,
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,Positive,
HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,Positive,
We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .,Neutral,
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,Neutral,
"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",Negative,
"The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm .",Neutral,
"Bank of Japan will set guidelines when time comes to sell ETFs, says Kuroda",Neutral,
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,Neutral,
"The company can not give up palm oil altogether , however .",Neutral,
"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",Positive,
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",Negative,
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,Neutral,
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",Positive,
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",Negative,
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",Positive,
The company does not at present hold any of its own shares .,Neutral,
"The official opening of the office , located in Prague , will be celebrated on May 20 .",Neutral,
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",Positive,
services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .,Positive,
"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",Negative,
"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",Negative,
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",Neutral,
There's no reason to worry about inflation in 2021,Positive,
Officials did not disclose the contract value .,Neutral,
"In addition , YIT has reserved EPI Russia the right to expand the logistics center by about 100,000 m2 .",Neutral,
"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",Neutral,
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",Positive,
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",Positive,
Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,Neutral,
"Poyry Energy GmbH is Austria 's leading engineering and consulting company in the energy , infrastructure and environment sector , owned by Poyry Plc. and the Austrian Verbund AG .",Neutral,
Poyry has a good track record of major transportation projects in Latin America .,Positive,
The value of the contract is about EUR 27mn .,Neutral,
Ulefos Group is the leading supplier of manhole covers in the Nordic countries .,Neutral,
"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .",Neutral,
"During the past decade it has gradually divested noncore assets and bought several sports equipment makers , including California-based Fitness Products International and Sparks , Nevada-based ATEC , a leading maker of baseball and softball pitching machines .",Positive,
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,Neutral,
"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",Positive,
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,Positive,
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -_ 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,Positive,
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",Negative,
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",Neutral,
Nigerians blame Shell for Ã¢Â€Â˜community problemsÃ¢Â€?in Niger Delta.,Negative,
"The order consists of capacity expansion , maintenance services and new charging functionality , the company said .",Neutral,
"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security .",Neutral,
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,Neutral,
"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality .",Positive,
Earnings per share EPS amounted to EUR0 .01 .,Neutral,
Yakima created the position for him after emerging from economic downturns of its own .,Neutral,
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,Positive,
"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",Positive,
"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",Neutral,
The plant will collect raw material from the Baltic Sea region .,Neutral,
"This will be done domestically and in neighboring markets , both organically and through acquisitions .",Neutral,
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,Positive,
"In Finland , the Bank of +_land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",Negative,
"In 2006 , the company intends to invest significantly in expanding its distribution and maintenance network .",Positive,
"Editor 's note : Grimaldi generated a 1.7 bln euro ( $ 2.182 bln ) turnover in 2005 , ANSA reported on May 29 , 2006 .",Neutral,
Finnish component supplier Componenta Corporation OMX Helsinki : CTH1V said on Monday 16 June that it is changing its pricing cycle due to the increase of raw material prices .,Neutral,
The executive group will participate in the adjustments with a fixed-term 5 % salary cut .,Positive,
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",Positive,
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",Negative,
A realignment of interests in the sector is clearly under way .,Positive,
"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",Neutral,
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,Neutral,
The estimated annual value of the frame agreement is about EUR 50mn .,Neutral,
"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE .",Neutral,
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",Positive,
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",Negative,
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",Positive,
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",Neutral,
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",Negative,
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",Neutral,
Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,Positive,
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,Negative,
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,Negative,
"The remaining amount will be funded through debt , the Danish bank said .",Neutral,
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,Neutral,
"In Q1 of 2010 , Bank of +_land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",Positive,
"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .",Neutral,
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",Neutral,
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",Negative,
"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",Neutral,
"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",Positive,
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",Neutral,
The value of the deal was not disclosed .,Neutral,
"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",Positive,
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",Negative,
"The store is located in Poznan in a shopping center named Pestka , the company added .",Neutral,
Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,Neutral,
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,Positive,
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",Positive,
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,Positive,
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",Neutral,
Delivery is expected to take place later this month .,Neutral,
The value of the orders is about EUR 70mn .,Neutral,
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,Positive,
"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association .",Positive,
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",Neutral,
"Maximum amount of terminations in Finland is 40 employees , the company added .",Neutral,
